V1,V2,V3,V4,V5,V6,V7,Class
5,1,37,17,30,17.46,41.59,1
0,0,0,0,12,12.0,30.41,1
1,14,0,14,12,12.0,30.41,1
3,0,14,2,35,21.1,38.08,1
5,2,34,15,30,13.6,37.16,1
3,0,15,23,26,25.5,37.48,1
6,14,30,25,24,12.53,39.05,1
1,23,0,25,10,10.2,53.34,1
1,19,0,20,11,11.05,43.05,1
3,0,13,2,35,22.09,35.9,1
1,10,0,10,7,7.0,30.46,1
0,0,0,0,10,10.0,36.36,1
1,15,0,16,6,6.08,44.38,1
6,2,37,5,30,7.62,37.66,1
1,9,0,10,13,13.04,33.53,1
5,2,27,19,41,22.02,45.19,1
4,20,14,19,31,17.03,42.06,1
5,2,43,24,13,37.2,49.24,1
1,18,0,19,11,11.05,26.25,1
0,0,0,0,8,8.0,40.82,1
3,0,7,0,16,9.0,26.25,1
3,0,6,2,12,6.32,36.62,1
2,0,10,27,13,27.17,36.12,1
3,0,11,2,23,12.17,35.38,1
3,0,18,2,38,20.1,44.64,1
4,7,7,5,30,23.09,37.66,1
4,18,16,19,41,25.02,45.19,1
2,0,11,19,13,19.1,32.2,1
5,2,27,9,22,8.6,28.46,1
3,0,11,0,26,15.0,35.38,1
2,0,13,14,12,14.04,25.24,1
0,0,0,0,12,12.0,40.5,1
3,0,18,2,37,19.1,43.68,1
2,0,8,8,11,8.54,35.9,1
4,21,10,21,30,20.0,36.62,1
3,0,16,1,31,15.03,32.57,1
1,22,0,23,12,12.04,52.33,1
3,0,10,1,24,14.04,36.36,1
4,13,33,13,27,6.0,39.22,2
1,0,20,1,27,7.07,28.16,2
3,14,50,16,42,8.25,58.24,2
1,0,23,0,47,24.0,48.51,2
6,20,14,0,7,21.19,53.71,2
1,0,36,2,45,9.22,45.89,2
5,11,21,6,17,6.4,33.84,2
3,24,48,29,35,13.93,69.35,2
3,16,41,16,29,12.0,53.45,2
4,14,40,14,31,9.0,49.04,2
6,26,15,0,7,27.2,57.71,2
3,8,45,17,39,10.82,49.98,2
1,0,29,1,50,21.02,59.36,2
2,1,50,17,42,17.89,59.36,2
3,10,40,10,33,7.0,48.05,2
6,10,14,0,7,12.21,50.09,2
0,0,0,0,30,30.0,39.05,2
1,0,32,1,55,23.02,57.28,2
4,25,41,25,24,17.0,60.42,2
6,4,18,0,16,4.47,29.12,2
4,29,35,24,20,15.81,67.54,2
4,22,36,22,21,15.0,53.71,2
6,22,24,0,18,22.8,65.19,2
1,0,29,1,42,13.04,43.17,2
2,1,50,17,42,17.89,59.36,2
1,0,38,0,59,21.0,64.47,2
3,9,34,9,27,7.0,39.05,2
0,0,0,0,23,23.0,51.62,2
2,0,32,6,32,6.0,33.84,2
3,21,39,21,27,12.0,53.31,2
1,0,29,1,42,13.04,43.17,2
2,0,61,24,48,27.29,67.54,2
1,0,25,2,36,11.18,38.63,2
6,6,17,0,13,7.21,33.84,2
3,17,42,32,32,18.03,59.36,2
1,0,30,2,49,19.1,56.94,2
4,15,37,15,28,9.0,46.49,2
1,0,23,1,31,8.06,32.57,2
5,22,14,0,6,23.41,45.45,2
4,13,23,13,14,9.0,31.78,2
1,0,39,2,50,11.18,51.2,2
2,1,55,14,51,13.6,57.28,2
4,25,47,25,34,13.0,62.24,2
1,0,35,1,42,7.07,42.95,2
3,4,27,8,25,4.47,28.16,2
1,0,23,0,36,13.0,37.11,2
1,0,33,1,48,15.03,52.8,2
5,8,28,4,25,5.0,36.88,2
4,9,34,0,27,11.4,45.89,2
3,4,27,8,25,4.47,29.12,2
1,0,33,1,45,12.04,50.09,2
5,11,25,6,21,6.4,38.6,2
0,0,0,0,33,33.0,60.42,2
0,0,0,0,21,21.0,33.84,2
4,23,37,23,22,15.0,54.13,2
3,10,35,10,28,7.0,43.17,2
2,0,55,22,49,22.8,65.19,2
2,2,60,14,56,12.65,63.25,2
5,8,20,4,18,4.47,29.12,2
0,0,0,0,25,25.0,33.62,2
0,0,0,0,23,23.0,51.62,2
4,19,37,19,24,13.0,51.62,2
5,35,27,26,18,12.73,68.6,2
0,0,0,0,39,39.0,68.6,2
4,3,34,0,31,4.24,40.11,2
1,0,28,1,35,7.07,38.48,2
4,16,16,0,6,18.87,38.48,2
3,29,45,37,37,11.31,61.4,2
1,0,34,1,56,22.02,58.24,2
3,21,38,21,22,16.0,56.08,2
4,13,27,13,20,7.0,33.62,2
3,10,43,19,37,10.82,51.62,2
4,13,27,13,20,7.0,33.62,2
2,1,56,14,50,14.32,58.24,2
6,6,27,0,23,7.21,43.42,2
1,0,28,1,52,24.02,62.13,2
0,0,0,0,24,24.0,61.4,2
4,8,25,8,20,5.0,29.12,2
6,4,18,0,16,4.47,29.12,2
4,10,25,0,20,11.18,32.57,2
1,0,24,0,42,18.0,46.1,2
6,8,23,0,17,10.0,50.92,2
1,0,32,1,57,25.02,60.75,2
4,16,29,0,17,20.0,53.45,2
5,21,18,0,6,24.19,60.42,2
5,15,28,10,24,6.4,46.49,2
4,23,31,21,20,11.18,56.86,2
4,32,21,0,8,34.54,56.04,2
0,0,0,0,20,20.0,46.24,2
1,0,38,1,63,25.02,69.35,2
3,33,35,33,23,12.0,55.8,2
0,0,0,0,36,36.0,53.71,2
1,0,36,1,51,15.03,57.71,2
0,0,0,0,35,35.0,56.86,2
0,0,0,0,30,30.0,56.94,2
4,25,41,25,24,17.0,60.42,2
2,1,55,14,51,13.6,57.28,2
0,0,0,0,36,36.0,57.71,2
0,0,0,0,20,20.0,34.71,2
0,0,0,0,37,37.0,54.34,2
5,29,20,16,13,14.76,56.08,2
2,1,27,4,27,3.0,28.16,2
2,2,37,14,30,13.89,40.72,2
1,0,34,1,42,8.06,42.95,2
2,1,55,15,47,16.12,60.42,2
5,8,20,4,18,4.47,29.12,2
6,4,19,0,16,5.0,31.62,2
6,10,22,0,16,11.66,61.85,2
5,7,30,0,26,8.06,42.95,2
2,1,46,32,34,33.24,56.04,2
0,0,0,0,39,39.0,63.25,2
0,0,0,0,39,39.0,55.71,2
5,20,18,18,12,6.32,47.42,2
5,24,27,11,22,13.93,50.12,2
1,0,36,1,48,12.04,56.08,2
5,21,20,0,8,24.19,56.86,2
3,21,43,21,26,17.0,60.75,2
0,0,0,0,27,27.0,49.98,2
3,4,36,13,33,9.49,39.22,2
1,0,39,2,55,16.12,60.42,2
3,21,44,23,31,13.15,56.86,2
0,0,0,0,23,23.0,32.57,2
5,35,30,22,24,14.32,65.19,2
5,10,32,0,26,11.66,52.8,2
4,19,40,0,33,20.25,55.36,2
3,7,37,7,32,5.0,41.59,2
2,0,48,17,37,20.25,50.92,2
0,0,0,0,32,32.0,57.28,2
5,22,21,10,14,13.89,50.09,2
1,0,36,1,51,15.03,57.71,2
0,0,0,0,39,39.0,68.6,2
3,14,43,29,35,17.0,56.94,2
3,10,35,14,28,8.06,38.63,2
2,1,56,14,50,14.32,58.24,2
0,0,0,0,20,20.0,40.72,2
1,0,22,0,30,8.0,31.62,2
5,13,20,6,16,8.06,33.62,2
4,17,19,0,6,21.4,46.24,2
2,1,49,10,43,10.82,50.01,2
1,0,32,0,47,15.0,49.04,2
5,27,23,26,15,8.06,57.71,2
3,17,37,17,23,14.0,50.92,2
5,13,39,10,35,5.0,55.54,2
4,25,47,25,34,13.0,62.24,2
5,13,20,6,16,8.06,33.62,2
4,23,31,21,20,11.18,56.86,2
3,10,44,22,38,13.42,52.8,2
2,2,49,29,45,27.29,61.4,2
1,0,28,0,41,13.0,42.45,2
0,0,0,0,25,25.0,44.27,2
0,0,0,0,20,20.0,40.72,2
3,32,34,32,21,13.0,56.04,2
1,0,31,0,50,19.0,52.81,2
2,1,53,12,47,12.53,54.34,2
2,1,28,9,24,8.94,29.41,2
3,4,36,8,33,5.0,36.88,2
4,32,32,17,22,18.03,59.36,2
4,17,26,0,13,21.4,52.81,2
3,14,41,16,36,5.39,49.65,2
4,10,36,0,29,12.21,50.01,2
5,25,34,16,28,10.82,62.24,2
2,2,40,14,31,15.0,42.38,2
3,10,40,10,33,7.0,48.05,2
5,14,14,0,6,16.12,40.72,2
3,9,41,9,34,7.0,45.89,2
1,0,34,0,43,9.0,47.42,2
4,9,28,7,23,5.39,37.11,2
2,0,39,10,37,10.2,43.38,2
4,13,48,13,39,9.0,55.54,2
1,0,20,1,28,8.06,29.41,2
1,0,39,2,55,16.12,60.42,2
0,0,0,0,33,33.0,52.8,2
1,0,35,1,42,7.07,42.95,2
2,0,47,7,45,7.28,49.04,2
4,14,22,0,11,17.8,44.27,2
3,10,34,12,28,6.32,39.85,3
7,0,14,12,0,18.44,42.06,3
5,19,36,13,30,8.49,62.94,3
3,17,32,17,19,13.0,45.31,3
4,22,28,19,17,11.4,52.8,3
3,8,52,29,46,21.84,61.29,3
0,0,0,2,21,21.1,43.68,3
5,19,14,0,6,20.62,40.31,3
0,0,0,0,31,31.0,53.16,3
5,26,34,19,28,9.22,61.74,3
2,2,41,22,36,20.62,46.53,3
2,0,48,19,36,22.47,53.23,3
3,10,29,10,24,5.0,32.57,3
3,26,35,28,26,9.22,50.48,3
5,19,36,13,30,8.49,62.94,3
4,40,45,40,26,19.0,73.78,3
4,14,38,0,27,17.8,59.67,3
5,34,20,10,13,25.0,55.61,3
0,0,0,1,26,26.02,49.66,3
4,20,21,19,14,7.07,40.31,3
1,2,21,2,33,12.0,33.96,3
6,0,25,8,0,26.25,43.97,3
3,10,40,20,33,12.21,48.75,3
2,2,33,7,32,5.1,33.96,3
7,0,15,16,0,21.93,49.04,3
1,1,33,1,50,17.0,50.99,3
0,0,0,0,28,28.0,53.23,3
4,17,24,0,15,19.24,41.63,3
5,0,23,20,0,30.48,67.6,3
3,24,52,27,37,15.3,68.54,3
7,0,29,14,0,32.2,54.41,3
6,23,12,0,6,23.77,47.51,3
0,0,0,2,30,30.07,46.53,3
4,17,19,0,6,21.4,45.69,3
2,1,29,7,28,6.08,31.78,3
2,0,40,14,32,16.12,43.46,3
3,14,53,14,42,11.0,65.25,3
6,0,16,9,0,18.36,39.85,3
4,16,24,0,17,17.46,41.23,3
2,1,46,5,45,4.12,46.87,3
2,1,56,19,52,18.44,61.74,3
0,0,0,1,26,26.02,49.66,3
3,7,32,8,27,5.1,33.96,3
2,1,36,3,34,2.83,36.22,3
3,4,30,12,28,8.25,34.18,3
3,15,30,25,21,13.45,43.01,3
4,7,25,7,20,5.0,28.86,3
0,0,0,0,27,27.0,39.66,3
2,0,55,12,49,13.42,60.01,3
7,0,9,24,0,25.63,60.01,3
4,21,36,17,27,9.85,56.08,3
6,5,18,0,16,5.39,28.86,3
1,1,29,1,50,21.0,55.9,3
3,6,31,13,27,8.06,36.4,3
7,0,23,10,0,25.08,46.82,3
5,9,37,0,32,10.3,50.99,3
3,12,49,24,41,14.42,60.01,3
2,2,42,17,32,18.03,45.69,3
4,30,23,0,12,31.95,52.43,3
7,0,8,20,0,21.54,52.39,3
0,0,0,2,22,22.09,28.86,3
7,0,24,18,0,30.0,62.94,3
4,19,25,17,16,9.22,47.01,3
5,17,27,0,17,19.72,56.08,3
0,0,0,1,30,30.02,47.01,3
0,0,0,0,24,24.0,42.95,3
4,7,23,7,20,3.0,28.86,3
6,21,27,0,21,21.84,61.74,3
3,11,44,11,38,6.0,48.27,3
0,0,0,1,22,22.02,45.19,3
4,13,40,13,31,9.0,49.73,3
2,1,49,33,36,34.54,59.08,3
1,1,20,1,38,18.0,41.63,3
2,0,49,14,38,17.8,51.55,3
6,5,18,0,16,5.39,28.86,3
2,1,51,16,41,18.03,53.76,3
1,2,26,2,34,8.0,40.5,3
6,10,13,0,6,12.21,48.75,3
3,7,28,7,22,6.0,32.98,3
4,11,34,0,27,13.04,46.32,3
5,17,27,16,21,6.08,49.04,3
6,18,14,0,8,18.97,49.19,3
6,6,18,0,14,7.21,42.06,3
0,0,0,0,37,37.0,67.42,3
7,0,15,23,0,27.46,63.32,3
2,2,42,17,32,18.03,45.31,3
3,12,35,12,26,9.0,43.68,3
0,0,0,2,37,37.05,67.6,3
4,17,19,0,6,21.4,45.69,3
3,10,44,13,39,5.83,51.66,3
7,0,23,16,0,28.02,61.29,3
3,19,39,22,28,11.4,52.8,3
0,0,0,0,22,22.0,32.98,3
6,19,28,0,22,19.92,61.74,3
0,0,0,0,37,37.0,62.94,3
2,1,41,17,32,18.36,44.38,3
3,17,47,21,36,11.7,56.08,3
2,0,55,12,49,13.42,60.01,3
0,0,0,0,22,22.0,32.98,3
3,10,46,13,41,5.83,53.6,3
2,1,60,47,44,48.7,76.22,3
1,1,34,1,46,12.0,46.87,3
1,1,23,1,47,24.0,60.44,3
5,19,17,0,6,21.95,52.8,3
4,20,31,20,22,9.0,42.06,3
6,0,6,22,0,22.8,55.9,3
5,25,34,18,29,8.6,55.9,3
0,0,0,0,27,27.0,39.66,3
0,0,0,1,29,29.02,55.9,3
2,1,40,12,32,13.6,42.06,3
0,0,0,2,21,21.1,36.4,3
1,1,26,1,45,19.0,49.66,3
4,26,46,26,34,12.0,61.74,3
7,0,11,19,0,21.95,50.7,3
5,7,24,0,20,8.06,33.96,3
5,25,17,6,13,19.42,42.2,3
7,0,6,13,0,14.32,44.69,3
2,0,43,8,40,8.54,43.74,3
3,8,37,21,33,13.6,45.18,3
2,2,37,16,32,14.87,40.31,3
2,1,36,3,34,2.83,36.22,3
4,11,33,11,26,7.0,39.56,3
4,24,46,24,30,16.0,64.62,3
7,0,27,9,0,28.46,48.85,3
0,0,0,0,20,20.0,33.54,3
1,2,36,2,51,15.0,52.63,3
2,0,50,17,38,20.81,53.14,3
0,0,0,2,22,22.09,43.01,3
5,0,20,18,0,26.91,67.42,3
7,0,7,22,0,23.09,60.44,3
3,23,37,24,31,6.08,47.51,3
4,24,31,24,18,13.0,47.51,3
5,22,20,18,14,7.21,49.19,3
3,10,45,15,40,7.07,53.16,3
0,0,0,1,34,34.01,53.6,3
5,38,21,10,14,28.86,60.44,3
5,7,23,0,19,8.06,36.4,3
3,10,46,13,41,5.83,53.6,3
4,17,25,14,16,9.49,43.46,3
0,0,0,2,26,26.08,39.29,3
3,12,49,24,41,14.42,60.01,3
6,13,30,0,24,14.32,62.94,3
1,1,30,1,48,18.0,52.8,3
7,0,9,13,0,15.81,36.4,3
3,12,54,24,46,14.42,64.62,3
3,17,33,17,24,9.0,41.63,3
0,0,0,2,21,21.1,33.96,3
1,2,26,2,44,18.0,55.61,3
0,0,0,2,25,25.08,40.31,3
4,35,37,35,22,15.0,61.85,3
2,1,34,6,31,5.83,36.4,3
6,12,27,0,23,12.65,49.73,3
5,14,16,0,8,16.12,43.46,3
2,2,44,10,40,8.94,55.61,3
2,1,63,14,53,16.4,65.25,3
1,0,21,0,32,11.0,34.18,3
1,1,34,1,46,12.0,46.87,3
2,0,51,13,45,14.32,61.85,3
4,7,25,7,20,5.0,28.86,3
1,2,30,2,41,11.0,46.53,3
0,0,0,1,27,27.02,47.51,3
5,21,18,0,6,24.19,55.9,3
6,7,19,0,14,8.6,47.71,3
5,14,12,0,6,15.23,33.54,3
3,7,28,13,24,7.21,31.78,3
3,6,30,25,26,19.42,42.2,3
1,0,37,0,55,18.0,60.01,3
2,1,48,19,39,20.12,52.8,3
5,7,23,0,19,8.06,36.4,3
5,20,22,6,18,14.56,42.06,3
0,0,0,1,30,30.02,52.8,3
1,2,25,2,37,12.0,40.31,3
5,24,25,12,17,14.42,60.01,3
5,26,24,7,19,19.65,47.71,3
5,10,22,0,16,11.66,39.85,3
7,0,9,24,0,25.63,60.01,3
2,0,45,11,41,11.7,46.32,3
3,6,30,25,26,19.42,42.2,3
5,12,23,4,21,8.25,34.18,3
2,2,51,13,47,11.7,52.63,3
3,16,32,16,23,9.0,40.31,3
1,0,24,0,39,15.0,42.95,3
3,14,30,17,23,7.62,41.63,3
2,1,35,15,30,14.87,43.01,3
1,0,38,0,50,12.0,53.14,3
4,9,42,9,36,6.0,46.87,3
5,0,27,14,0,30.41,59.67,3
6,0,25,8,0,26.25,43.97,3
2,1,60,47,44,48.7,76.22,3
2,0,38,16,31,17.46,41.23,3
1,1,20,1,33,13.0,43.93,3
3,19,39,22,28,11.4,52.8,3
7,0,21,11,0,23.71,52.77,3
4,22,27,0,18,23.77,46.53,3
4,13,26,13,17,9.0,36.4,3
4,19,49,19,36,13.0,62.94,3
5,0,14,12,0,18.44,40.31,3
0,0,0,1,29,29.02,53.76,3
6,0,27,11,0,29.15,53.16,3
1,0,27,0,33,6.0,39.66,3
4,20,24,14,17,9.22,42.94,3
7,0,9,12,0,15.0,42.2,3
0,0,0,0,38,38.0,57.31,3
2,0,43,10,37,11.66,44.15,3
4,7,22,0,16,9.22,32.98,3
5,0,27,14,0,30.41,59.67,3
0,0,0,0,30,30.0,52.39,3
1,0,31,0,51,20.0,53.16,3
0,18,0,9,6,10.82,40.25,4
1,6,7,0,14,9.22,36.88,4
1,5,5,0,10,7.07,37.74,4
2,0,18,2,27,9.22,40.25,4
1,2,6,0,12,6.32,40.25,4
1,7,5,0,10,8.6,31.3,4
4,7,30,22,36,16.16,42.19,4
1,0,11,0,22,11.0,37.22,4
1,2,4,0,8,4.47,28.3,4
0,12,0,5,4,8.06,26.83,4
1,0,12,0,24,12.0,39.4,4
2,0,24,28,36,30.46,45.61,4
3,0,21,23,26,23.54,44.55,4
4,24,31,34,38,12.21,50.99,4
3,0,24,9,30,10.82,40.25,4
2,0,16,5,24,9.43,37.22,4
0,15,0,7,5,9.43,33.54,4
4,8,26,16,32,10.0,35.78,4
0,16,0,0,12,20.0,39.4,4
1,0,9,0,18,9.0,30.46,4
0,30,0,9,9,22.85,46.86,4
2,0,14,12,21,13.89,38.9,4
2,0,19,1,29,10.05,42.49,4
0,22,0,0,11,24.6,38.83,4
0,17,0,2,6,16.16,38.01,4
0,17,0,0,8,18.79,29.41,4
1,2,6,0,12,6.32,38.01,4
2,0,24,16,36,20.0,39.4,4
2,0,10,0,21,11.0,35.78,4
1,2,7,0,14,7.28,31.3,4
0,26,0,14,7,13.89,38.21,4
2,0,24,16,36,20.0,39.4,4
4,7,24,14,28,8.06,31.3,4
3,0,19,9,24,10.3,32.25,4
0,12,0,0,9,15.0,30.46,4
2,0,18,21,28,23.26,35.0,4
1,0,12,0,24,12.0,39.4,4
0,34,0,24,6,11.66,50.99,4
1,0,11,0,22,11.0,38.83,4
2,0,22,19,32,21.47,37.22,4
1,1,8,0,16,8.06,35.78,4
0,14,0,2,7,13.89,31.3,4
1,2,6,0,12,6.32,28.3,4
0,23,0,6,6,18.03,33.24,4
3,6,21,24,28,19.31,36.88,4
1,5,4,0,8,6.4,26.83,4
0,15,0,7,5,9.43,33.54,4
0,27,0,15,7,13.89,38.9,4
2,0,12,0,25,13.0,50.99,4
0,18,0,2,9,18.36,40.25,4
2,0,14,2,21,7.28,31.3,4
2,0,18,15,28,18.03,31.76,4
2,0,18,12,28,15.62,30.46,4
2,0,16,11,24,13.6,40.61,4
2,0,26,17,40,22.02,43.46,4
0,15,0,2,4,13.6,26.63,4
1,8,5,0,10,9.43,35.78,4
4,9,30,18,36,10.82,40.25,4
3,11,30,34,40,25.08,52.5,4
1,2,6,0,12,6.32,26.83,4
4,12,26,21,32,10.82,38.28,4
1,0,7,0,14,7.0,27.59,4
2,0,12,0,25,13.0,42.49,4
3,12,21,27,28,16.55,38.9,4
1,2,6,0,12,6.32,26.83,4
1,1,6,0,12,6.08,42.49,4
3,1,24,16,32,17.0,35.78,4
2,0,8,0,16,8.0,28.3,4
0,19,0,5,8,16.12,37.22,4
1,11,10,0,20,14.87,52.5,4
1,0,9,0,18,9.0,30.46,4
3,14,21,26,28,13.89,38.21,4
1,0,8,0,16,8.0,29.41,4
2,0,6,0,13,7.0,26.25,4
2,0,8,0,16,8.0,26.83,4
2,0,24,33,36,35.11,48.84,4
1,2,6,0,12,6.32,28.3,4
1,2,6,0,12,6.32,38.01,4
2,0,14,15,21,16.55,38.9,4
2,0,12,2,18,6.32,28.3,4
4,13,30,35,36,22.8,50.21,4
0,26,0,0,12,28.64,44.41,4
3,0,19,14,24,14.87,35.0,4
0,19,0,5,6,15.23,42.49,4
4,8,26,16,32,10.0,35.78,4
1,0,9,0,18,9.0,30.46,4
1,2,8,0,16,8.25,35.78,4
2,0,10,0,19,9.0,31.3,4
4,9,30,18,36,10.82,40.25,4
4,15,26,30,32,16.16,43.86,4
0,18,0,9,6,10.82,40.25,4
2,0,12,0,24,12.0,40.25,4
1,2,4,0,8,4.47,26.63,4
0,31,0,23,5,9.43,44.55,4
4,6,16,17,20,11.7,26.25,4
2,0,10,0,21,11.0,35.78,4
3,2,27,18,36,18.36,40.25,4
2,0,18,2,27,9.22,40.25,4
1,2,6,0,12,6.32,26.83,4
2,0,18,15,28,18.03,31.76,4
3,0,24,7,30,9.22,40.25,4
4,3,30,21,36,18.97,41.68,4
2,0,12,2,18,6.32,26.83,4
2,0,12,3,18,6.71,27.29,4
2,0,12,0,25,13.0,42.49,4
0,16,0,1,8,17.0,35.78,4
2,0,10,0,19,9.0,31.3,4
3,0,23,2,29,6.32,38.01,4
1,2,7,0,14,7.28,31.3,4
1,12,6,0,12,13.42,42.19,4
0,34,0,0,12,36.06,49.52,4
1,2,6,0,12,6.32,26.83,4
2,0,8,0,16,8.0,26.83,4
0,12,0,0,9,15.0,30.46,4
4,2,20,12,24,10.77,26.83,4
1,1,10,0,19,9.06,42.49,4
2,0,14,6,21,9.22,36.88,4
0,34,0,11,10,25.08,52.5,4
2,0,14,19,20,19.92,27.59,4
3,23,16,23,8,8.0,33.97,5
1,2,23,9,20,7.62,26.42,5
1,2,39,26,30,25.63,49.82,5
3,23,10,0,0,25.08,37.8,5
1,2,27,12,21,11.66,30.89,5
2,26,30,31,20,11.18,49.82,5
1,1,21,10,16,10.3,26.4,5
4,14,8,6,4,8.94,27.78,5
0,0,0,1,39,39.01,42.54,5
3,16,12,0,0,20.0,39.4,5
5,9,6,0,0,10.82,48.1,5
2,20,30,34,24,15.23,48.8,5
3,20,20,17,10,10.44,43.83,5
1,2,27,12,21,11.66,36.8,5
2,17,26,17,13,13.0,42.54,5
3,30,16,20,8,12.81,43.14,5
0,0,0,0,29,29.0,31.38,5
1,0,35,16,24,19.42,38.48,5
4,12,7,0,0,13.89,32.2,5
