V1,V2,V3,V4,V5,V6,V7,Class
3,10,37,19,31,10.82,46.1,2
2,2,60,14,56,12.65,63.25,2
2,0,45,17,42,17.26,48.85,2
1,0,38,1,63,25.02,69.35,2
3,21,42,25,31,11.7,60.42,2
4,13,48,13,39,9.0,55.54,2
2,0,48,17,37,20.25,50.92,2
4,15,44,15,34,10.0,53.16,2
3,8,45,17,39,10.82,49.98,2
2,2,52,19,47,17.72,55.36,2
3,21,38,21,22,16.0,56.08,2
1,0,34,2,52,18.11,55.36,2
5,25,22,15,14,12.81,60.42,2
2,0,51,16,41,18.87,53.45,2
2,2,52,19,49,17.26,55.71,2
4,20,47,14,40,9.22,63.25,2
3,26,47,26,32,15.0,64.47,2
3,19,47,19,40,7.0,55.36,2
2,2,60,14,56,12.65,63.25,2
2,1,58,19,47,21.1,61.03,2
1,0,36,1,51,15.03,57.71,2
4,25,41,25,24,17.0,60.42,2
4,17,40,17,29,11.0,50.92,2
5,20,36,19,32,4.12,55.71,2
3,16,41,16,29,12.0,53.45,2
2,1,52,21,38,24.41,56.08,2
4,35,44,35,27,17.0,68.6,2
1,0,35,2,52,17.12,56.86,2
2,0,47,7,45,7.28,49.04,2
4,23,37,23,22,15.0,54.13,2
4,15,37,15,28,9.0,46.49,2
2,0,44,11,42,11.18,50.12,2
3,26,47,26,32,15.0,64.47,2
4,35,44,35,27,17.0,68.6,2
3,14,50,16,42,8.25,58.24,2
3,10,43,19,37,10.82,51.62,2
2,1,48,12,42,12.53,49.48,2
4,29,35,24,20,15.81,69.35,2
3,14,51,16,42,9.22,57.28,2
4,16,36,14,29,7.28,49.65,2
2,1,49,20,43,19.92,53.71,2
2,2,49,14,43,13.42,56.94,2
3,16,41,16,29,12.0,53.45,2
2,2,45,17,36,17.49,48.1,2
5,37,22,29,14,11.31,61.4,2
2,0,43,20,36,21.19,50.25,2
4,17,39,17,28,11.0,49.98,2
3,12,45,23,37,13.6,54.13,2
3,14,43,29,35,17.0,56.94,2
1,0,38,0,50,12.0,57.31,3
4,35,37,35,22,15.0,61.85,3
4,22,28,19,17,11.4,52.8,3
6,21,27,0,21,21.84,61.74,3
2,1,46,5,45,4.12,46.87,3
4,47,25,0,6,50.7,76.22,3
1,0,38,0,63,25.0,68.54,3
5,0,27,14,0,30.41,59.67,3
2,0,45,11,41,11.7,46.32,3
1,1,34,1,56,22.0,61.74,3
2,2,47,11,44,9.49,48.27,3
3,12,54,24,46,14.42,64.62,3
2,0,55,12,49,13.42,60.01,3
2,1,51,16,41,18.03,53.76,3
2,1,48,12,44,11.7,49.73,3
1,2,35,2,60,25.0,64.62,3
1,0,38,0,50,12.0,57.31,3
3,18,48,25,43,8.6,55.9,3
4,23,46,23,31,15.0,63.32,3
3,10,46,13,41,5.83,53.6,3
4,26,33,26,24,9.0,47.71,3
2,2,52,17,47,15.81,56.08,3
7,0,23,16,0,28.02,61.29,3
3,16,44,17,38,6.08,49.04,3
5,40,26,28,16,15.62,73.78,3
3,13,45,35,37,23.41,61.85,3
1,0,30,0,52,22.0,54.41,3
4,26,46,26,34,12.0,61.74,3
3,26,35,28,26,9.22,50.48,3
2,0,50,10,44,11.66,51.66,3
1,1,26,1,49,23.0,59.08,3
7,0,29,14,0,32.2,54.41,3
2,0,48,19,43,19.65,52.39,3
2,0,58,14,49,16.64,59.67,3
2,2,52,21,38,23.6,57.27,3
2,1,52,10,46,10.82,53.6,3
3,12,42,19,36,9.22,50.7,3
6,6,33,0,29,7.21,54.41,3
5,34,20,10,13,25.0,55.61,3
3,24,52,27,37,15.3,68.54,3
3,36,46,36,33,13.0,67.42,3
3,10,44,13,39,5.83,51.66,3
1,0,37,0,60,23.0,62.94,3
5,8,38,4,35,5.0,46.69,3
4,10,42,9,37,5.1,50.99,3
4,13,41,0,35,14.32,52.63,3
3,12,44,13,40,4.12,49.73,3
2,2,61,24,44,27.8,67.12,3
2,0,60,13,55,13.93,62.94,3
5,26,34,19,28,9.22,61.74,3
2,1,48,19,39,20.12,52.8,3
4,29,46,29,35,11.0,61.29,3
2,1,62,28,55,27.89,73.78,3
7,0,14,23,0,26.93,64.62,3
3,22,36,22,27,9.0,46.53,3
7,0,15,23,0,27.46,63.32,3
5,24,24,0,10,27.78,68.54,3
5,28,26,10,19,19.31,57.31,3
2,1,59,12,54,12.08,63.32,3
2,0,60,13,55,13.93,62.94,3
3,14,53,14,42,11.0,65.25,3
7,0,21,16,0,26.4,61.74,3
5,24,25,12,17,14.42,60.01,3
5,0,23,20,0,30.48,67.6,3
2,1,47,12,42,12.08,50.7,3
3,11,41,11,34,7.0,46.32,3
2,0,57,36,46,37.64,67.42,3
4,9,42,9,36,6.0,46.87,3
2,0,52,6,50,6.32,54.41,3
3,8,37,21,33,13.6,45.18,3
2,0,48,19,36,22.47,53.23,3
4,14,38,0,27,17.8,59.67,3
3,10,45,15,40,7.07,53.16,3
1,0,30,0,52,22.0,54.41,3
3,10,37,19,31,10.82,45.19,3
3,24,52,27,37,15.3,68.54,3
2,1,47,10,42,10.3,60.44,3
1,2,36,2,52,16.0,56.08,3
4,21,33,21,24,9.0,45.18,3
6,28,16,0,6,29.73,73.78,3
1,0,36,0,51,15.0,61.85,3
2,1,60,47,44,48.7,76.22,3
3,14,38,14,27,11.0,51.55,3
4,33,21,0,6,36.25,59.08,3
4,21,36,17,27,9.85,56.08,3
2,0,51,13,45,14.32,61.85,3
4,14,38,0,27,17.8,59.67,3
4,40,45,40,26,19.0,73.78,3
2,1,50,18,48,17.12,55.9,3
3,7,45,24,40,17.72,52.77,3
2,1,52,10,46,10.82,53.6,3
2,2,42,17,32,18.03,45.31,3
3,12,49,24,41,14.42,60.01,3
3,47,44,47,25,19.0,76.22,3
2,0,49,14,38,17.8,51.55,3
1,1,36,1,60,24.0,76.22,3
4,20,33,20,20,13.0,48.75,3
3,19,39,22,28,11.4,52.8,3
3,12,44,13,40,4.12,49.73,3
3,19,52,26,46,9.22,61.74,3
1,1,37,1,62,25.0,73.78,3
1,0,38,0,50,12.0,53.14,3
4,25,43,25,34,9.0,55.9,3
2,0,45,5,43,5.39,48.85,3
3,17,33,17,20,13.0,49.66,3
1,1,34,1,52,18.0,53.6,3
4,13,40,13,31,9.0,49.73,3
5,28,26,10,19,19.31,57.31,3
4,14,42,0,31,17.8,65.25,3
4,23,46,23,31,15.0,63.32,3
2,1,45,17,33,20.0,49.66,3
6,8,29,0,23,10.0,61.29,3
4,29,26,29,16,10.0,43.93,3
4,13,39,10,32,7.62,51.66,3
5,24,31,7,26,17.72,52.77,3
2,0,45,14,34,17.8,48.1,3
4,35,37,35,22,15.0,61.85,3
4,16,46,16,37,9.0,54.41,3
2,1,48,19,39,20.12,52.8,3
5,0,27,14,0,30.41,59.67,3
1,0,37,0,55,18.0,60.01,3
5,0,31,17,0,35.36,65.25,3
5,10,34,0,28,11.66,53.6,3
5,16,31,15,27,4.12,46.82,3
2,1,63,14,53,16.4,65.25,3
4,25,29,21,18,11.7,55.9,3
2,1,47,12,42,12.08,50.7,3
2,2,43,30,34,29.41,52.43,3
4,10,42,9,37,5.1,50.99,3
5,24,24,0,10,27.78,68.54,3
2,2,61,24,44,27.8,67.12,3
1,2,34,2,52,18.0,57.27,3
6,21,27,0,21,21.84,61.74,3
4,13,39,10,32,7.62,51.66,3
4,24,41,24,25,16.0,60.01,3
1,1,23,1,47,24.0,60.44,3
3,21,52,26,46,7.81,61.74,3
2,2,42,17,32,18.03,45.31,3
2,2,51,13,47,11.7,52.63,3
3,17,47,21,36,11.7,56.08,3
1,1,37,1,62,25.0,73.78,3
5,25,34,18,29,8.6,55.9,3
4,8,43,8,38,5.0,46.69,3
2,2,60,12,54,11.66,64.62,3
4,29,26,29,16,10.0,44.69,3
4,16,38,16,31,7.0,46.82,3
1,1,26,1,49,23.0,59.08,3
4,25,29,21,18,11.7,55.9,3
2,2,44,10,40,8.94,55.61,3
4,19,40,19,33,7.0,48.85,3
7,0,24,14,0,27.78,55.9,3
3,18,39,22,33,7.21,49.19,3
3,12,42,19,36,9.22,50.7,3
2,0,63,24,52,26.4,68.54,3
5,38,21,10,14,28.86,60.44,3
4,13,41,0,35,14.32,52.63,3
2,1,45,17,33,20.0,49.66,3
2,0,50,10,44,11.66,51.66,3
3,10,40,20,33,12.21,48.75,3
1,2,36,2,56,20.0,61.74,3
1,2,39,2,61,22.0,67.12,3
4,28,26,26,17,9.22,50.48,3
4,22,28,19,17,11.4,52.8,3
2,1,50,9,47,8.54,50.99,3
2,0,57,36,46,37.64,67.42,3
1,2,35,2,60,25.0,64.62,3
4,40,45,40,26,19.0,73.78,3
2,1,41,17,32,18.36,44.38,3
3,10,45,15,40,7.07,53.16,3
3,10,37,19,31,10.82,45.19,3
3,13,47,13,41,6.0,52.63,3
2,0,50,10,46,10.77,57.31,3
3,19,36,19,21,15.0,53.23,3
4,19,31,19,18,13.0,45.19,3
2,1,46,5,45,4.12,46.87,3
2,0,46,16,44,16.12,49.04,3
3,9,47,10,42,5.1,50.99,3
3,33,49,33,36,13.0,67.6,3
4,24,41,24,25,16.0,60.01,3
3,15,42,16,38,4.12,46.82,3
1,1,36,1,60,24.0,76.22,3
2,1,43,17,36,17.46,47.01,3
1,2,36,2,56,20.0,61.74,3
2,0,50,21,42,22.47,55.9,3
4,27,37,24,24,13.34,68.54,3
2,0,34,26,31,26.17,44.69,3
2,0,50,21,42,22.47,55.9,3
2,2,41,22,36,20.62,46.53,3
2,1,63,14,53,16.4,65.25,3
3,12,54,24,46,14.42,64.62,3
3,19,39,22,28,11.4,52.8,3
6,0,10,25,0,26.93,68.54,3
4,29,26,29,16,10.0,44.69,3
7,0,24,18,0,30.0,62.94,3
2,2,52,17,47,15.81,56.08,3
3,17,36,19,25,11.18,47.01,3
3,11,44,11,38,6.0,48.27,3
1,1,29,1,54,25.0,61.29,3
3,7,45,24,40,17.72,52.77,3
3,17,38,17,24,14.0,53.14,3
4,33,21,0,6,36.25,59.08,3
4,19,49,19,36,13.0,62.94,3
3,5,45,9,42,5.0,46.87,3
5,23,31,12,23,13.6,63.32,3
4,36,33,0,20,38.28,67.42,3
2,0,51,13,45,14.32,61.85,3
3,19,43,21,36,7.28,52.39,3
4,22,33,22,20,13.0,49.19,3
3,9,27,30,36,22.85,46.86,4
3,2,27,18,36,18.36,40.25,4
4,9,26,17,32,10.0,36.24,4
4,9,30,18,36,10.82,40.25,4
3,2,21,14,28,13.89,31.3,4
2,0,18,12,28,15.62,30.46,4
4,1,31,19,38,19.31,42.49,4
3,2,21,14,28,13.89,31.3,4
3,0,21,5,26,7.07,37.74,4
3,14,21,26,28,13.89,38.21,4
2,0,20,28,30,29.73,41.04,4
3,12,21,27,28,16.55,38.9,4
2,0,18,16,28,18.87,32.25,4
4,2,29,17,34,15.81,38.01,4
2,0,24,16,36,20.0,39.4,4
4,7,24,14,28,8.06,31.3,4
3,0,24,7,30,9.22,42.19,4
3,0,25,5,31,7.81,42.49,4
3,0,27,5,34,8.6,44.72,4
2,0,18,2,27,9.22,40.25,4
3,4,21,16,28,13.89,32.25,4
3,13,24,27,32,16.12,41.87,4
3,0,24,3,30,6.71,41.68,4
2,0,18,2,27,9.22,40.25,4
3,0,21,15,26,15.81,43.86,4
4,13,30,35,36,22.8,50.21,4
4,9,30,18,36,10.82,40.25,4
2,0,26,17,40,22.02,43.46,4
4,7,30,18,36,12.53,40.25,4
1,11,10,0,20,14.87,52.5,4
2,0,18,15,28,18.03,31.76,4
3,0,24,13,30,14.32,50.21,4
4,1,29,17,34,16.76,38.01,4
4,8,26,16,32,10.0,35.78,4
4,12,26,21,32,10.82,38.28,4
2,0,18,9,27,12.73,46.86,4
3,0,24,9,30,10.82,40.25,4
0,34,0,11,10,25.08,52.5,4
2,0,12,0,24,12.0,50.21,4
2,0,24,16,36,20.0,39.4,4
2,0,24,34,36,36.06,49.52,4
3,6,18,23,24,18.03,33.24,4
3,0,24,9,30,10.82,40.25,4
3,2,21,14,28,13.89,31.3,4
4,5,34,20,40,16.16,44.72,4
3,0,24,9,30,10.82,40.25,4
3,0,24,2,30,6.32,40.25,4
3,0,24,13,30,14.32,50.21,4
4,9,30,18,36,10.82,40.25,4
3,11,30,34,40,25.08,52.5,4
3,0,20,7,25,8.6,33.54,4
3,0,21,9,26,10.3,36.24,4
3,5,24,19,32,16.12,37.22,4
2,0,24,28,36,30.46,45.61,4
3,2,21,14,28,13.89,31.3,4
2,0,16,11,24,13.6,40.61,4
2,0,18,16,28,18.87,32.25,4
4,7,24,14,28,8.06,31.3,4
4,5,31,19,38,15.65,42.49,4
3,0,24,2,30,6.32,40.25,4
3,0,19,9,24,10.3,32.25,4
4,2,30,18,36,17.09,40.25,4
3,6,21,24,28,19.31,36.88,4
4,17,29,26,34,10.3,42.8,4
0,33,0,0,12,35.11,48.84,4
4,15,26,30,32,16.16,43.86,4
0,34,0,0,12,36.06,49.52,4
3,9,27,30,36,22.85,46.86,4
3,0,21,12,26,13.0,38.28,4
4,8,26,16,32,10.0,35.78,4
3,2,27,18,36,18.36,40.25,4
2,0,12,0,24,12.0,50.21,4
3,2,27,18,36,18.36,40.25,4
3,0,24,2,30,6.32,40.25,4
4,7,30,22,36,16.16,42.19,4
2,0,22,14,34,18.44,36.77,4
0,34,0,24,6,11.66,50.99,4
3,0,19,9,24,10.3,32.25,4
3,4,21,16,28,13.89,32.25,4
3,2,18,15,24,14.32,28.3,4
2,0,16,13,24,15.26,41.87,4
3,0,23,1,29,6.08,38.01,4
4,9,24,16,28,8.06,32.25,4
2,0,22,22,32,24.17,38.83,4
2,0,24,16,36,20.0,39.4,4
2,0,14,15,21,16.55,38.9,4
4,2,20,15,24,13.6,28.3,4
3,12,21,27,28,16.55,38.9,4
4,2,30,18,36,17.09,40.25,4
3,2,21,14,28,13.89,31.3,4
3,0,23,17,29,18.03,42.8,4
4,2,19,15,22,13.34,26.63,4
3,0,25,24,31,24.74,50.99,4
3,0,24,7,30,9.22,42.19,4
2,0,24,16,36,20.0,39.4,4
4,1,31,19,38,19.31,42.49,4
4,5,20,12,24,8.06,26.83,4
0,33,0,0,12,35.11,48.84,4
4,1,29,17,34,16.76,38.01,4
2,0,14,12,21,13.89,38.9,4
4,7,30,18,36,12.53,40.25,4
2,0,18,2,27,9.22,40.25,4
3,0,24,12,30,13.42,42.19,4
4,12,30,22,36,11.66,42.19,4
2,0,14,14,21,15.65,38.21,4
3,0,24,9,30,10.82,40.25,4
3,1,24,16,32,17.0,35.78,4
3,0,25,5,31,7.81,42.49,4
1,11,10,0,20,14.87,52.5,4
3,0,24,7,30,9.22,40.25,4
3,0,21,23,26,23.54,44.55,4
2,0,18,12,28,15.62,30.46,4
3,2,27,18,36,18.36,40.25,4
4,7,25,15,30,9.43,33.54,4
2,0,26,21,38,24.19,43.42,4
4,23,26,31,32,10.0,44.55,4
3,6,18,23,24,18.03,33.24,4
4,2,19,20,22,18.25,29.73,4
2,11,26,16,21,7.07,36.67,5
1,0,32,14,26,15.23,35.78,5
3,33,24,33,12,12.0,48.1,5
2,16,24,16,12,12.0,38.48,5
4,34,12,20,6,15.23,48.8,5
2,9,26,16,21,8.6,36.67,5
5,20,6,0,0,20.88,48.8,5
2,10,18,22,12,13.42,32.56,5
2,29,26,29,13,13.0,47.8,5
3,19,19,17,10,9.22,42.49,5
2,21,24,24,15,9.49,38.42,5
2,17,30,18,24,6.08,40.25,5
3,26,15,18,8,10.63,39.7,5
3,25,14,12,7,14.76,36.8,5
1,2,39,10,34,9.43,44.29,5
3,17,17,14,8,9.49,38.01,5
3,35,24,35,12,12.0,50.21,5
0,0,0,1,38,38.01,47.8,5
2,12,21,25,14,14.76,36.8,5
1,1,35,16,27,17.0,46.75,5
