V1,V2,V3,V4,V5,V6,V7,Class
1,14,0,14,17,17.0,40.85,1
4,26,18,26,30,12.0,42.8,1
3,0,11,0,26,15.0,35.38,1
3,0,11,2,22,11.18,26.63,1
4,7,22,3,41,19.42,41.59,1
0,0,0,0,12,12.0,37.66,1
5,0,40,6,42,6.32,49.74,1
0,0,0,0,16,16.0,39.2,1
1,19,0,19,8,8.0,46.1,1
4,8,11,8,20,9.0,33.96,1
3,0,24,6,31,9.22,33.24,1
3,0,20,3,41,21.21,41.59,1
2,0,6,10,7,10.05,26.0,1
1,24,0,25,17,17.03,49.74,1
6,4,51,8,30,21.38,51.79,1
2,0,7,18,11,18.44,34.99,1
3,0,13,1,34,21.02,41.76,1
3,0,19,2,39,20.1,42.54,1
3,0,16,1,24,8.06,39.2,1
1,23,0,25,20,20.1,49.74,1
3,0,22,2,46,24.08,60.84,1
2,0,18,10,16,10.2,43.68,1
3,0,10,1,22,12.04,30.87,1
2,0,12,18,12,18.0,36.72,1
0,0,0,0,18,18.0,43.01,1
5,2,12,21,30,26.17,36.62,1
1,10,0,12,18,18.11,29.55,1
3,0,13,2,34,21.1,37.16,1
1,18,0,20,16,16.12,52.39,1
6,9,24,17,26,8.25,32.2,1
1,12,0,14,21,21.1,29.53,1
4,12,7,12,21,14.0,44.64,1
1,21,0,22,6,6.08,49.24,1
4,22,14,24,21,7.28,35.38,1
3,0,13,1,33,20.02,33.96,1
0,0,0,0,22,22.0,51.79,1
1,15,0,15,14,14.0,26.63,1
3,0,13,2,35,22.09,40.85,1
3,0,17,6,26,10.82,29.53,1
5,2,37,21,46,21.02,53.34,1
4,26,18,26,30,12.0,42.8,1
2,0,13,8,11,8.25,33.96,1
4,25,20,23,43,23.09,49.74,1
4,23,10,3,31,29.0,38.6,1
0,0,0,0,13,13.0,37.16,1
5,1,41,17,30,19.42,44.38,1
1,20,0,22,14,14.14,35.38,1
4,10,7,12,28,21.1,30.46,1
4,20,14,19,31,17.03,42.06,1
6,4,55,10,32,23.77,55.9,1
4,17,14,15,28,14.14,33.62,1
5,2,27,8,35,10.0,35.9,1
2,0,20,19,8,22.47,46.1,1
5,1,46,15,38,16.12,48.38,1
0,0,0,0,21,21.0,44.94,1
0,0,0,0,11,11.0,40.46,1
0,0,0,0,22,22.0,60.84,1
4,15,24,14,32,8.06,35.34,1
1,10,0,12,7,7.28,41.76,1
5,2,29,4,37,8.25,42.06,1
6,6,28,12,28,6.0,30.46,1
1,16,0,17,25,25.02,45.19,1
0,0,0,0,21,21.0,47.07,1
1,10,0,10,7,7.0,30.46,1
4,7,22,3,41,19.42,41.59,1
6,20,35,25,29,7.81,43.01,1
2,0,22,23,12,25.08,52.33,1
2,0,7,25,12,25.5,43.01,1
3,0,12,2,29,17.12,33.11,1
2,0,21,17,25,17.46,45.19,1
0,0,0,0,25,25.0,44.38,1
0,0,0,0,22,22.0,51.79,1
3,0,22,14,47,28.65,52.33,1
5,1,41,4,48,7.62,52.39,1
2,0,22,20,14,21.54,42.06,1
4,19,11,17,30,19.1,41.59,1
1,8,0,10,16,16.12,43.68,1
2,0,12,12,17,13.0,40.5,1
1,18,0,19,11,11.05,41.59,1
1,15,0,15,16,16.0,38.08,1
6,3,35,15,24,16.28,38.08,1
3,0,15,1,23,8.06,25.5,1
4,24,10,25,24,14.04,39.05,1
1,18,0,19,8,8.06,37.22,1
3,0,21,14,32,17.8,35.34,1
1,20,0,21,25,25.02,53.31,1
0,0,0,0,10,10.0,37.22,1
2,0,14,9,18,9.85,34.21,1
4,20,16,21,40,24.02,52.39,1
0,0,0,0,8,8.0,35.9,1
3,0,20,0,37,17.0,43.05,1
5,0,26,23,39,26.42,45.79,1
2,0,20,18,16,18.44,45.19,1
2,0,7,22,7,22.0,38.83,1
2,0,7,24,10,24.19,39.05,1
1,13,0,15,10,10.2,27.46,1
0,0,0,0,18,18.0,43.01,1
3,0,20,8,42,23.41,46.1,1
0,0,0,0,8,8.0,35.9,1
1,10,0,10,21,21.0,47.07,1
2,0,18,12,7,16.28,44.64,1
3,0,24,2,48,24.08,58.82,1
4,17,14,15,28,14.14,33.62,1
4,15,10,3,23,17.69,27.46,1
2,0,13,8,15,8.25,30.08,1
4,21,25,21,49,24.0,53.31,1
1,8,0,9,9,9.06,28.46,1
1,20,0,21,12,12.04,40.82,1
1,8,0,9,9,9.06,51.79,1
0,0,0,0,20,20.0,43.05,1
2,0,18,10,16,10.2,43.68,1
3,0,13,2,29,16.12,30.08,1
5,2,37,10,42,9.43,43.68,1
0,0,0,0,24,24.0,58.82,1
4,10,13,10,32,19.0,33.53,1
2,0,10,19,11,19.03,36.36,1
0,0,0,0,13,13.0,33.96,1
5,0,25,10,32,12.21,33.53,1
5,2,38,5,43,5.83,44.64,1
1,17,0,18,14,14.04,46.62,1
0,0,0,0,39,39.0,60.42,2
3,21,42,25,31,11.7,58.6,2
2,0,43,18,37,18.97,47.42,2
4,19,37,19,24,13.0,51.62,2
3,21,43,21,26,17.0,60.75,2
0,0,0,0,35,35.0,50.01,2
0,0,0,0,32,32.0,44.38,2
1,0,26,0,39,13.0,40.26,2
2,1,48,12,42,12.53,49.48,2
6,10,35,0,31,10.77,55.54,2
1,0,27,2,48,21.1,50.92,2
6,4,19,0,16,5.0,31.62,2
1,0,20,1,27,7.07,28.16,2
3,22,49,35,43,14.32,65.19,2
2,1,51,26,46,25.5,57.71,2
1,0,20,1,43,23.02,46.24,2
3,16,53,25,47,10.82,62.24,2
2,0,59,26,53,26.68,68.6,2
0,0,0,0,26,26.0,40.26,2
4,17,19,0,6,21.4,44.38,2
5,13,39,10,35,5.0,55.54,2
1,0,34,0,43,9.0,47.42,2
4,35,43,35,30,13.0,65.19,2
5,35,28,10,22,25.71,61.85,2
6,4,25,0,22,5.0,36.88,2
0,0,0,0,34,34.0,41.59,2
2,2,37,8,35,6.32,40.72,2
5,17,28,8,22,10.82,49.98,2
5,7,31,0,27,8.06,42.95,2
1,0,22,0,29,7.0,31.78,2
2,1,35,16,26,17.49,38.48,2
4,20,31,20,18,13.0,47.42,2
1,0,30,0,55,25.0,65.19,2
6,10,22,0,16,11.66,61.85,2
4,20,45,20,36,9.0,55.71,2
4,11,38,11,31,7.0,43.42,2
4,32,32,17,22,18.03,59.36,2
6,16,28,0,22,17.09,62.24,2
5,20,36,19,32,4.12,55.71,2
0,0,0,0,37,37.0,67.54,2
6,8,12,0,6,10.0,40.72,2
4,10,28,0,21,12.21,43.17,2
0,0,0,0,32,32.0,60.75,2
4,14,20,0,9,17.8,42.38,2
4,7,32,0,27,8.6,41.59,2
4,19,30,10,25,10.3,43.38,2
1,0,39,2,60,21.1,63.25,2
1,0,34,2,40,6.32,40.11,2
3,7,38,9,35,3.61,42.95,2
0,0,0,0,32,32.0,57.28,2
4,9,27,0,20,11.4,39.05,2
4,9,34,0,27,11.4,45.89,2
2,1,42,7,39,6.71,42.95,2
3,10,34,10,27,7.0,40.26,2
3,21,42,25,31,11.7,60.42,2
0,0,0,0,24,24.0,46.1,2
1,0,22,0,45,23.0,48.85,2
1,0,35,1,58,23.02,61.03,2
1,0,20,2,35,15.13,37.0,2
1,0,35,2,52,17.12,56.86,2
2,2,44,10,41,8.54,46.49,2
2,1,49,20,43,19.92,53.71,2
4,17,19,0,6,21.4,44.38,2
2,0,43,20,36,21.19,50.25,2
3,20,43,22,36,7.28,53.71,2
3,8,45,17,39,10.82,49.98,2
1,0,20,2,34,14.14,34.71,2
5,25,22,15,14,12.81,60.42,2
6,6,16,0,12,7.21,33.62,2
1,0,38,0,44,6.0,50.12,2
4,33,23,0,11,35.11,55.8,2
2,2,42,14,33,15.0,44.27,2
4,14,22,0,11,17.8,44.27,2
5,17,18,8,12,10.82,40.72,2
3,14,30,17,23,7.62,40.72,2
5,19,24,10,18,10.82,51.62,2
1,0,26,0,51,25.0,53.45,2
6,6,16,0,12,7.21,33.62,2
3,16,41,16,29,12.0,53.45,2
4,26,32,0,17,30.02,64.47,2
5,11,25,6,21,6.4,38.6,2
3,4,36,13,33,9.49,39.22,2
6,15,14,0,6,17.0,60.42,2
3,10,33,10,24,9.0,40.26,2
3,10,41,15,37,6.4,46.49,2
0,0,0,0,29,29.0,59.36,2
4,16,16,0,6,18.87,38.48,2
6,22,24,0,18,22.8,65.19,2
3,14,31,14,20,11.0,42.38,2
1,0,23,1,31,8.06,32.57,2
3,7,30,7,24,6.0,34.71,2
3,10,49,11,42,7.07,51.2,2
4,21,22,0,6,26.4,56.08,2
0,0,0,0,34,34.0,42.95,2
2,0,50,10,44,11.66,50.99,2
4,9,28,7,23,5.39,37.11,2
2,1,55,15,47,16.12,60.42,2
2,0,30,4,30,4.0,31.62,2
2,0,45,17,42,17.26,48.85,2
6,12,16,0,8,14.42,60.42,2
1,0,27,1,36,9.06,36.88,2
1,0,28,0,41,13.0,42.45,2
6,8,22,0,16,10.0,49.98,2
1,0,24,2,45,21.1,48.85,2
6,10,29,0,24,11.18,53.16,2
1,0,27,1,47,20.02,49.98,2
4,27,38,27,23,15.0,57.71,2
4,22,36,22,21,15.0,53.71,2
1,0,24,2,47,23.09,49.65,2
1,0,21,0,32,11.0,33.84,2
4,15,37,15,28,9.0,46.49,2
4,17,39,17,28,11.0,49.98,2
0,0,0,0,28,28.0,43.38,2
1,0,34,1,56,22.02,58.24,2
0,0,0,0,34,34.0,50.25,2
4,8,33,8,28,5.0,36.88,2
2,0,29,6,27,6.32,31.78,2
0,0,0,0,27,27.0,54.13,2
3,26,46,27,38,8.06,57.71,2
3,19,49,20,45,4.12,55.71,2
0,0,0,0,22,22.0,46.49,2
2,0,39,10,37,10.2,43.38,2
6,17,22,0,17,17.72,48.85,2
3,4,27,8,25,4.47,28.16,2
0,0,0,0,31,31.0,52.81,2
0,0,0,0,38,38.0,64.47,2
6,8,22,0,16,10.0,53.71,2
4,29,35,14,27,17.0,56.94,2
4,35,41,35,28,13.0,61.85,2
6,4,24,0,21,5.0,39.22,2
1,0,34,1,42,8.06,42.95,2
1,0,38,1,63,25.02,69.35,2
3,7,45,14,40,8.6,49.04,2
1,0,28,1,35,7.07,38.48,2
4,15,44,15,34,10.0,53.16,2
1,0,36,2,45,9.22,45.89,2
3,6,36,11,32,6.4,38.6,2
0,0,0,0,28,28.0,62.13,2
2,2,34,7,30,6.4,34.71,2
5,10,27,0,21,11.66,42.45,2
4,17,26,0,13,21.4,52.81,2
4,14,40,14,31,9.0,49.04,2
2,1,42,10,35,11.4,43.17,2
4,24,37,24,27,10.0,50.12,2
0,0,0,0,36,36.0,56.08,2
2,0,59,26,47,28.64,64.47,2
3,14,51,16,42,9.22,57.28,2
1,0,28,0,53,25.0,58.6,2
2,1,31,6,31,5.0,33.62,2
0,0,0,0,30,30.0,57.43,2
3,17,34,17,20,14.0,49.98,2
2,1,45,10,41,9.85,50.09,2
4,32,21,0,8,34.54,56.04,2
2,1,42,7,39,6.71,42.95,2
6,26,15,0,7,27.2,57.71,2
1,0,35,2,52,17.12,56.86,2
2,2,51,10,47,8.94,61.85,2
2,0,48,14,41,15.65,50.0,2
4,33,20,0,6,35.85,57.43,2
4,34,30,0,17,36.4,62.13,2
4,10,36,0,29,12.21,50.01,2
5,10,32,0,26,11.66,52.8,2
3,6,42,11,38,6.4,43.42,2
0,0,0,0,34,34.0,42.95,2
6,29,14,0,6,30.08,61.4,2
2,2,52,19,49,17.26,55.71,2
6,7,26,0,21,8.6,49.04,2
1,0,35,1,49,14.04,50.01,2
1,0,31,1,51,20.02,53.16,2
3,12,42,12,33,9.0,49.48,2
4,20,47,14,40,9.22,63.25,2
0,0,0,0,20,20.0,38.6,2
4,33,20,0,6,35.85,57.43,2
4,15,39,0,30,17.49,56.04,2
2,1,48,10,44,9.85,52.8,2
0,0,0,1,26,26.02,59.08,3
1,1,21,1,40,19.0,47.71,3
3,13,45,35,37,23.41,61.85,3
6,0,10,25,0,26.93,68.54,3
0,0,0,1,25,25.02,43.01,3
5,16,37,6,33,10.77,54.41,3
5,7,20,5,18,2.83,28.86,3
4,36,33,0,20,38.28,67.42,3
7,0,12,19,0,22.47,57.31,3
4,47,25,0,6,50.7,76.22,3
4,13,27,13,18,9.0,36.4,3
4,14,23,0,12,17.8,48.1,3
4,26,46,26,34,12.0,61.74,3
5,0,6,17,0,18.03,45.31,3
0,0,0,2,23,23.09,42.2,3
5,0,23,9,0,24.7,44.15,3
7,0,22,17,0,27.8,61.74,3
1,1,21,1,28,7.0,28.86,3
5,25,34,18,29,8.6,55.9,3
5,0,17,17,0,24.04,53.76,3
6,6,22,0,18,7.21,39.56,3
0,0,0,2,25,25.08,32.57,3
0,0,0,1,37,37.01,73.78,3
1,1,25,1,35,10.0,43.01,3
7,0,6,18,0,18.97,47.51,3
2,0,45,5,43,5.39,48.85,3
1,1,38,1,59,21.0,63.32,3
6,20,11,0,6,20.62,43.93,3
0,0,0,2,39,39.05,67.12,3
5,10,34,0,28,11.66,53.6,3
1,1,26,1,48,22.0,49.73,3
1,0,22,0,44,22.0,49.19,3
3,18,39,22,33,7.21,49.19,3
1,1,29,1,54,25.0,61.29,3
0,0,0,1,29,29.02,55.9,3
3,6,50,16,46,10.77,54.41,3
2,2,47,11,44,9.49,48.27,3
5,14,16,0,8,16.12,43.46,3
3,10,37,19,31,10.82,45.19,3
3,18,48,25,43,8.6,55.9,3
0,0,0,2,36,36.06,56.08,3
1,0,28,0,48,20.0,53.23,3
5,0,6,16,0,17.09,44.38,3
6,18,29,0,24,18.68,55.9,3
0,0,0,2,37,37.05,67.6,3
4,24,41,24,25,16.0,60.01,3
0,0,0,0,28,28.0,46.82,3
2,0,40,14,32,16.12,43.46,3
1,2,36,2,56,20.0,61.74,3
6,6,13,0,9,7.21,36.4,3
1,1,29,1,54,25.0,61.29,3
4,14,42,0,31,17.8,65.25,3
1,2,22,2,28,6.0,28.86,3
6,26,11,0,6,26.48,44.69,3
2,1,41,17,32,18.36,44.38,3
5,9,36,5,33,5.0,46.87,3
2,1,47,12,42,12.08,50.7,3
0,0,0,0,31,31.0,44.15,3
3,6,30,13,26,8.06,36.4,3
5,0,17,8,0,18.79,41.23,3
4,27,37,24,24,13.34,68.54,3
3,8,37,21,33,13.6,45.18,3
0,0,0,1,30,30.02,52.8,3
5,0,6,16,0,17.09,44.38,3
0,0,0,1,25,25.02,43.01,3
4,26,33,26,24,9.0,47.71,3
2,0,50,21,42,22.47,55.9,3
0,0,0,0,35,35.0,46.32,3
4,11,38,0,32,12.53,48.27,3
3,10,46,28,39,19.31,57.31,3
4,16,38,16,31,7.0,46.82,3
4,13,39,10,32,7.62,51.66,3
7,0,16,12,0,20.0,43.01,3
5,19,18,10,12,10.82,45.19,3
1,2,35,2,60,25.0,64.62,3
3,12,42,19,36,9.22,50.7,3
4,38,35,38,21,14.0,60.44,3
2,0,57,36,46,37.64,67.42,3
6,0,16,7,0,17.46,28.86,3
1,0,29,0,40,11.0,45.18,3
7,0,16,12,0,20.0,45.18,3
4,35,37,35,22,15.0,61.85,3
6,13,30,0,24,14.32,62.94,3
6,12,17,0,11,13.42,50.7,3
5,21,24,8,20,13.6,45.18,3
4,15,19,14,12,7.07,33.54,3
1,0,36,0,43,7.0,43.74,3
2,0,40,8,37,8.54,45.18,3
7,0,6,28,0,28.64,73.78,3
6,0,10,25,0,26.93,68.54,3
5,24,31,7,26,17.72,52.77,3
1,0,27,0,42,15.0,50.48,3
1,2,23,2,41,18.0,55.23,3
4,12,26,0,17,15.0,43.68,3
3,4,46,8,43,5.0,46.69,3
5,0,28,4,0,28.28,36.22,3
4,28,26,26,17,9.22,50.48,3
0,0,0,2,28,28.07,39.85,3
4,22,27,22,18,9.0,39.66,3
4,24,41,24,25,16.0,60.01,3
2,2,42,12,35,12.21,43.68,3
6,8,20,0,16,8.94,45.18,3
5,19,23,12,17,9.22,50.7,3
4,22,28,19,17,11.4,52.8,3
6,0,6,12,0,13.42,33.54,3
0,0,0,0,38,38.0,68.54,3
5,15,14,0,6,17.0,43.01,3
3,36,46,36,33,13.0,67.42,3
6,13,14,0,6,15.26,61.85,3
3,16,41,16,29,12.0,53.76,3
3,5,43,19,40,14.32,48.85,3
1,0,38,0,45,7.0,48.85,3
6,10,13,0,6,12.21,55.61,3
4,8,43,8,38,5.0,46.69,3
3,10,37,10,30,7.0,44.15,3
5,0,6,27,0,27.66,76.22,3
1,0,28,0,44,16.0,46.82,3
7,0,6,16,0,17.09,42.95,3
1,1,37,1,62,25.0,73.78,3
0,0,0,0,32,32.0,55.9,3
4,8,27,7,24,3.16,33.96,3
6,12,27,0,23,12.65,49.73,3
4,10,42,9,37,5.1,50.99,3
3,14,24,15,19,5.1,33.54,3
1,1,22,1,34,12.0,36.4,3
2,1,43,17,36,17.46,47.01,3
0,0,0,1,29,29.02,39.56,3
6,10,14,0,7,12.21,60.44,3
4,25,26,25,17,9.0,42.2,3
6,0,9,15,0,17.49,42.94,3
0,0,0,2,26,26.08,39.29,3
2,0,51,10,45,11.66,53.16,3
2,1,52,10,46,10.82,53.6,3
0,0,0,1,34,34.01,61.74,3
0,0,0,1,30,30.02,42.06,3
1,1,21,1,29,8.0,31.78,3
4,16,46,16,37,9.0,54.41,3
3,17,33,17,24,9.0,41.63,3
4,22,28,19,17,11.4,52.8,3
1,2,21,2,42,21.0,43.68,3
4,21,36,21,22,14.0,52.39,3
5,8,38,4,35,5.0,46.69,3
4,17,19,0,6,21.4,44.38,3
4,33,36,0,23,35.47,67.6,3
1,0,30,0,52,22.0,54.41,3
2,0,37,6,35,6.32,42.06,3
0,0,0,1,30,30.02,47.01,3
0,0,0,0,28,28.0,48.1,3
4,17,20,0,7,21.4,49.66,3
1,1,29,1,38,9.0,39.56,3
4,16,29,0,17,20.0,53.76,3
2,0,52,6,50,6.32,54.41,3
6,7,13,0,9,8.06,31.78,3
1,0,27,0,33,6.0,39.66,3
3,33,49,33,36,13.0,67.6,3
1,1,25,1,41,16.0,44.38,3
3,10,37,19,31,10.82,45.19,3
4,12,28,12,23,5.0,34.18,3
6,12,22,0,14,14.42,64.62,3
5,18,18,8,12,11.66,42.95,3
3,30,34,30,23,11.0,52.43,3
2,0,51,13,45,14.32,61.85,3
1,2,39,2,61,22.0,67.12,3
5,40,26,28,16,15.62,73.78,3
1,2,35,2,60,25.0,64.62,3
4,3,31,0,28,4.24,36.22,3
1,2,36,2,56,20.0,61.74,3
0,0,0,2,33,33.06,48.27,3
1,0,22,0,32,10.0,32.98,3
4,14,27,0,16,17.8,51.55,3
0,0,0,0,25,25.0,41.23,3
1,2,39,2,61,22.0,67.12,3
5,20,20,10,13,12.21,48.75,3
2,0,33,7,31,7.28,39.66,3
1,0,35,0,48,13.0,52.8,3
4,25,26,25,17,9.0,42.2,3
0,0,0,0,30,30.0,54.41,3
2,2,59,33,49,32.57,67.6,3
3,14,38,14,27,11.0,51.55,3
1,1,37,1,62,25.0,73.78,3
2,1,33,20,31,19.1,43.93,3
3,10,45,15,40,7.07,53.16,3
7,0,15,16,0,21.93,49.04,3
0,0,0,2,33,33.06,48.27,3
2,0,44,15,42,15.13,46.82,3
2,2,52,21,38,23.6,57.27,3
4,19,36,19,23,13.0,50.7,3
0,0,0,2,36,36.06,56.08,3
7,0,14,13,0,19.1,47.71,3
1,1,26,1,34,8.0,36.4,3
0,0,0,2,27,27.07,45.69,3
0,0,0,1,21,21.02,31.78,3
2,1,40,7,38,6.32,47.71,3
6,0,20,6,0,20.88,33.96,3
1,0,37,0,57,20.0,67.42,3
3,16,31,16,24,7.0,41.23,3
4,17,23,14,14,9.49,41.63,3
3,28,55,40,45,15.62,73.78,3
7,0,23,11,0,25.5,49.73,3
5,38,21,10,14,28.86,60.44,3
1,2,28,2,38,10.0,39.85,3
4,20,33,20,20,13.0,48.75,3
1,1,34,1,56,22.0,61.74,3
1,0,22,0,32,10.0,32.98,3
1,0,27,0,50,23.0,51.66,3
7,0,19,4,0,19.42,34.18,3
2,1,45,17,33,20.0,49.66,3
0,0,0,2,30,30.07,46.53,3
4,5,31,19,38,15.65,42.49,4
0,15,0,0,9,17.49,31.76,4
1,7,5,0,10,8.6,33.54,4
2,0,12,0,24,12.0,40.25,4
0,18,0,9,6,10.82,40.25,4
0,22,0,12,6,11.66,42.19,4
3,0,21,12,26,13.0,38.28,4
1,0,8,0,16,8.0,26.0,4
1,0,11,0,22,11.0,38.83,4
3,1,29,19,38,20.12,42.49,4
3,0,16,2,20,4.47,26.83,4
1,2,5,0,10,5.39,31.3,4
2,0,18,12,28,15.62,30.46,4
1,23,5,0,10,23.54,44.55,4
2,0,12,0,24,12.0,50.21,4
2,0,12,2,18,6.32,26.83,4
2,0,12,2,18,6.32,26.83,4
3,0,21,8,26,9.43,35.78,4
2,0,10,0,21,11.0,37.74,4
1,2,9,0,18,9.22,40.25,4
1,13,8,0,16,15.26,41.87,4
0,17,0,1,6,17.09,38.01,4
2,0,12,0,23,11.0,38.01,4
2,0,12,0,24,12.0,40.25,4
0,16,0,1,8,17.0,35.78,4
2,0,16,22,24,23.41,32.56,4
0,15,0,0,7,16.55,25.0,4
1,11,10,0,20,14.87,52.5,4
2,0,10,0,21,11.0,38.28,4
3,0,24,9,30,10.82,40.25,4
1,1,6,0,12,6.08,38.01,4
0,14,0,2,7,13.89,31.3,4
1,5,8,0,16,9.43,37.22,4
1,14,7,0,14,15.65,38.21,4
1,2,9,0,18,9.22,40.25,4
0,17,0,6,3,11.4,26.25,4
4,17,29,26,34,10.3,42.8,4
4,2,24,14,28,12.65,31.3,4
3,2,18,15,24,14.32,28.3,4
1,17,6,0,12,18.03,42.8,4
2,0,24,34,36,36.06,49.52,4
4,2,20,15,24,13.6,28.3,4
0,17,0,0,8,18.79,29.41,4
4,5,26,20,32,16.16,37.74,4
2,0,24,26,36,28.64,44.41,4
0,17,0,0,13,21.4,43.46,4
0,18,0,7,6,12.53,40.25,4
1,2,9,0,18,9.22,40.25,4
0,20,0,5,7,16.55,44.72,4
0,12,0,2,6,11.66,26.83,4
3,0,19,9,24,10.3,32.25,4
3,0,25,1,31,6.08,42.49,4
4,8,26,16,32,10.0,35.78,4
0,21,0,0,9,22.85,35.0,4
2,0,6,0,13,7.0,26.25,4
1,2,7,0,14,7.28,31.3,4
0,21,0,12,5,10.3,38.28,4
3,2,18,12,24,11.66,26.83,4
3,0,19,7,24,8.6,31.3,4
3,0,24,12,30,13.42,42.19,4
0,12,0,2,6,11.66,26.83,4
0,19,0,1,6,18.97,42.49,4
2,0,18,16,28,18.87,32.25,4
3,2,27,18,36,18.36,40.25,4
4,5,26,20,32,16.16,37.74,4
0,12,0,0,9,15.0,30.46,4
1,0,9,0,18,9.0,32.25,4
2,0,14,15,21,16.55,38.9,4
1,0,8,0,16,8.0,32.56,4
2,0,20,28,30,29.73,41.04,4
4,2,30,18,36,17.09,40.25,4
1,0,9,0,18,9.0,35.0,4
0,21,0,0,9,22.85,35.0,4
0,26,0,17,6,10.82,42.8,4
4,2,20,15,24,13.6,28.3,4
1,5,7,0,14,8.6,44.72,4
1,0,10,0,20,10.0,41.04,4
0,14,0,2,7,13.89,31.3,4
1,2,6,0,12,6.32,26.83,4
2,0,12,0,24,12.0,50.21,4
3,0,24,3,30,6.71,41.68,4
0,20,0,2,4,18.44,29.73,4
4,6,16,17,20,11.7,26.25,4
4,7,30,18,36,12.53,40.25,4
3,0,13,6,16,6.71,26.25,4
0,21,0,3,6,18.97,41.68,4
0,27,0,12,7,16.55,38.9,4
1,24,6,0,12,24.74,50.99,4
2,0,12,0,25,13.0,42.49,4
4,8,26,16,32,10.0,35.78,4
0,16,0,8,5,9.43,35.78,4
4,7,24,14,28,8.06,31.3,4
2,0,16,1,24,8.06,35.78,4
3,0,25,5,31,7.81,42.49,4
0,17,0,9,5,9.43,36.24,4
1,0,9,0,18,9.0,30.46,4
1,6,3,0,6,6.71,26.25,4
2,0,18,2,27,9.22,40.25,4
0,13,0,3,6,11.66,27.29,4
3,0,19,7,24,8.6,31.3,4
1,0,8,0,16,8.0,29.41,4
2,0,12,0,24,12.0,41.68,4
0,33,0,0,12,35.11,48.84,4
2,0,16,5,24,9.43,38.83,4
2,0,22,22,32,24.17,38.83,4
3,0,24,13,30,14.32,50.21,4
0,27,0,15,7,13.89,38.9,4
4,2,19,15,22,13.34,26.63,4
3,0,21,5,26,7.07,37.74,4
4,7,24,14,28,8.06,31.3,4
1,0,12,0,24,12.0,39.4,4
0,14,0,2,7,13.89,31.3,4
3,2,18,15,24,14.32,28.3,4
3,0,27,5,34,8.6,44.72,4
0,18,0,2,9,18.36,40.25,4
4,8,26,16,32,10.0,35.78,4
0,16,0,4,7,13.89,32.25,4
2,0,18,2,27,9.22,40.25,4
0,14,0,2,7,13.89,31.3,4
3,17,11,0,0,20.25,37.12,5
1,1,20,9,14,10.0,21.93,5
3,14,14,12,7,7.28,32.2,5
2,17,26,17,13,13.0,41.63,5
0,0,0,0,26,26.0,36.07,5
1,0,20,17,14,18.03,26.25,5
1,0,28,12,18,15.62,30.46,5
4,12,8,9,4,5.0,26.83,5
4,10,6,0,0,11.66,28.3,5
5,9,5,0,0,10.3,36.67,5
2,23,20,23,10,10.0,37.8,5
0,0,0,1,21,21.02,23.26,5
2,9,20,13,16,5.66,27.29,5
0,0,0,0,27,27.0,34.83,5
1,1,39,17,30,18.36,43.83,5
0,0,0,2,20,20.1,26.25,5
2,29,26,29,13,13.0,47.8,5
3,12,16,12,8,8.0,25.94,5
0,0,0,0,39,39.0,43.83,5
